Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.768271e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011566 | lrm: 1.00 | dt: 18850ms | tok/sec: 6,953 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00547 (36.5%) | loss: 3.270305 | lrm: 0.85 | dt: 211ms | tok/sec: 620,678 | mfu: 17.4% | epoch: 1 | remaining: 190s    
step 00548 (36.5%) | loss: 3.270953 | lrm: 0.85 | dt: 210ms | tok/sec: 624,686 | mfu: 17.5% | epoch: 1 | remaining: 190s    
step 00549 (36.6%) | loss: 3.261266 | lrm: 0.85 | dt: 220ms | tok/sec: 594,966 | mfu: 16.6% | epoch: 1 | remaining: 190s    
step 00550 (36.7%) | loss: 3.259275 | lrm: 0.84 | dt: 235ms | tok/sec: 558,700 | mfu: 15.6% | epoch: 1 | remaining: 190s    
step 00551 (36.8%) | loss: 3.266279 | lrm: 0.84 | dt: 220ms | tok/sec: 594,658 | mfu: 16.6% | epoch: 1 | remaining: 190s    
step 00552 (36.8%) | loss: 3.261819 | lrm: 0.84 | dt: 222ms | tok/sec: 591,507 | mfu: 16.5% | epoch: 1 | remaining: 189s    
step 00553 (36.9%) | loss: 3.264184 | lrm: 0.84 | dt: 217ms | tok/sec: 604,102 | mfu: 16.9% | epoch: 1 | remaining: 189s    
step 00554 (37.0%) | loss: 3.256127 | lrm: 0.84 | dt: 231ms | tok/sec: 566,325 | mfu: 15.8% | epoch: 1 | remaining: 189s    
step 00555 (37.0%) | loss: 3.256506 | lrm: 0.84 | dt: 229ms | tok/sec: 572,406 | mfu: 16.0% | epoch: 1 | remaining: 189s    
step 00556 (37.1%) | loss: 3.261476 | lrm: 0.84 | dt: 217ms | tok/sec: 603,476 | mfu: 16.9% | epoch: 1 | remaining: 188s    
step 00557 (37.2%) | loss: 3.267643 | lrm: 0.84 | dt: 221ms | tok/sec: 592,558 | mfu: 16.6% | epoch: 1 | remaining: 188s    
step 00558 (37.3%) | loss: 3.259347 | lrm: 0.84 | dt: 216ms | tok/sec: 608,136 | mfu: 17.0% | epoch: 1 | remaining: 188s    
step 00559 (37.3%) | loss: 3.258909 | lrm: 0.84 | dt: 213ms | tok/sec: 614,461 | mfu: 17.2% | epoch: 1 | remaining: 188s    
step 00560 (37.4%) | loss: 3.251458 | lrm: 0.83 | dt: 211ms | tok/sec: 620,498 | mfu: 17.4% | epoch: 1 | remaining: 188s    
step 00561 (37.5%) | loss: 3.249064 | lrm: 0.83 | dt: 207ms | tok/sec: 634,699 | mfu: 17.8% | epoch: 1 | remaining: 187s    
step 00562 (37.6%) | loss: 3.247196 | lrm: 0.83 | dt: 204ms | tok/sec: 643,318 | mfu: 18.0% | epoch: 1 | remaining: 187s    
step 00563 (37.6%) | loss: 3.248554 | lrm: 0.83 | dt: 203ms | tok/sec: 645,530 | mfu: 18.1% | epoch: 1 | remaining: 187s    
step 00564 (37.7%) | loss: 3.245654 | lrm: 0.83 | dt: 202ms | tok/sec: 647,974 | mfu: 18.1% | epoch: 1 | remaining: 187s    
step 00565 (37.8%) | loss: 3.243014 | lrm: 0.83 | dt: 203ms | tok/sec: 646,693 | mfu: 18.1% | epoch: 1 | remaining: 187s    
step 00566 (37.8%) | loss: 3.246071 | lrm: 0.83 | dt: 204ms | tok/sec: 641,648 | mfu: 18.0% | epoch: 1 | remaining: 186s    
step 00567 (37.9%) | loss: 3.242958 | lrm: 0.83 | dt: 202ms | tok/sec: 648,011 | mfu: 18.1% | epoch: 1 | remaining: 186s    
step 00568 (38.0%) | loss: 3.244896 | lrm: 0.83 | dt: 202ms | tok/sec: 647,886 | mfu: 18.1% | epoch: 1 | remaining: 186s    
step 00569 (38.0%) | loss: 3.244534 | lrm: 0.83 | dt: 205ms | tok/sec: 638,928 | mfu: 17.9% | epoch: 1 | remaining: 186s    
step 00570 (38.1%) | loss: 3.244829 | lrm: 0.83 | dt: 208ms | tok/sec: 631,086 | mfu: 17.7% | epoch: 1 | remaining: 186s    
step 00571 (38.2%) | loss: 3.249490 | lrm: 0.82 | dt: 206ms | tok/sec: 635,633 | mfu: 17.8% | epoch: 1 | remaining: 185s    
step 00572 (38.2%) | loss: 3.250365 | lrm: 0.82 | dt: 209ms | tok/sec: 627,788 | mfu: 17.6% | epoch: 1 | remaining: 185s    
step 00573 (38.3%) | loss: 3.250696 | lrm: 0.82 | dt: 216ms | tok/sec: 606,458 | mfu: 17.0% | epoch: 1 | remaining: 185s    
step 00574 (38.4%) | loss: 3.252435 | lrm: 0.82 | dt: 218ms | tok/sec: 600,614 | mfu: 16.8% | epoch: 1 | remaining: 185s    
step 00575 (38.4%) | loss: 3.253793 | lrm: 0.82 | dt: 220ms | tok/sec: 596,340 | mfu: 16.7% | epoch: 1 | remaining: 184s    
step 00576 (38.5%) | loss: 3.255549 | lrm: 0.82 | dt: 217ms | tok/sec: 605,184 | mfu: 16.9% | epoch: 1 | remaining: 184s    
step 00577 (38.6%) | loss: 3.247975 | lrm: 0.82 | dt: 215ms | tok/sec: 610,934 | mfu: 17.1% | epoch: 1 | remaining: 184s    
step 00578 (38.7%) | loss: 3.249809 | lrm: 0.82 | dt: 216ms | tok/sec: 606,429 | mfu: 17.0% | epoch: 1 | remaining: 184s    
step 00579 (38.7%) | loss: 3.245014 | lrm: 0.82 | dt: 216ms | tok/sec: 607,228 | mfu: 17.0% | epoch: 1 | remaining: 184s    
step 00580 (38.8%) | loss: 3.257769 | lrm: 0.82 | dt: 214ms | tok/sec: 611,112 | mfu: 17.1% | epoch: 1 | remaining: 183s    
step 00581 (38.9%) | loss: 3.258074 | lrm: 0.81 | dt: 214ms | tok/sec: 613,890 | mfu: 17.2% | epoch: 1 | remaining: 183s    
step 00582 (39.0%) | loss: 3.255936 | lrm: 0.81 | dt: 214ms | tok/sec: 613,651 | mfu: 17.2% | epoch: 1 | remaining: 183s    
step 00583 (39.0%) | loss: 3.258412 | lrm: 0.81 | dt: 214ms | tok/sec: 611,573 | mfu: 17.1% | epoch: 1 | remaining: 183s    
step 00584 (39.1%) | loss: 3.256383 | lrm: 0.81 | dt: 205ms | tok/sec: 640,364 | mfu: 17.9% | epoch: 1 | remaining: 183s    
step 00585 (39.2%) | loss: 3.254367 | lrm: 0.81 | dt: 203ms | tok/sec: 645,857 | mfu: 18.1% | epoch: 1 | remaining: 182s    
step 00586 (39.2%) | loss: 3.256023 | lrm: 0.81 | dt: 202ms | tok/sec: 648,376 | mfu: 18.1% | epoch: 1 | remaining: 182s    
step 00587 (39.3%) | loss: 3.255402 | lrm: 0.81 | dt: 204ms | tok/sec: 642,592 | mfu: 18.0% | epoch: 1 | remaining: 182s    
step 00588 (39.4%) | loss: 3.257035 | lrm: 0.81 | dt: 205ms | tok/sec: 639,602 | mfu: 17.9% | epoch: 1 | remaining: 182s    
step 00589 (39.4%) | loss: 3.251998 | lrm: 0.81 | dt: 204ms | tok/sec: 641,344 | mfu: 17.9% | epoch: 1 | remaining: 181s    
step 00590 (39.5%) | loss: 3.252774 | lrm: 0.81 | dt: 204ms | tok/sec: 643,349 | mfu: 18.0% | epoch: 1 | remaining: 181s    
step 00591 (39.6%) | loss: 3.257520 | lrm: 0.81 | dt: 205ms | tok/sec: 639,940 | mfu: 17.9% | epoch: 1 | remaining: 181s    
step 00592 (39.6%) | loss: 3.257089 | lrm: 0.80 | dt: 205ms | tok/sec: 640,926 | mfu: 17.9% | epoch: 1 | remaining: 181s    
step 00593 (39.7%) | loss: 3.260264 | lrm: 0.80 | dt: 204ms | tok/sec: 643,987 | mfu: 18.0% | epoch: 1 | remaining: 181s    
step 00594 (39.8%) | loss: 3.260937 | lrm: 0.80 | dt: 203ms | tok/sec: 644,222 | mfu: 18.0% | epoch: 1 | remaining: 180s    
step 00595 (39.8%) | loss: 3.265664 | lrm: 0.80 | dt: 203ms | tok/sec: 646,546 | mfu: 18.1% | epoch: 1 | remaining: 180s    
step 00596 (39.9%) | loss: 3.259721 | lrm: 0.80 | dt: 212ms | tok/sec: 617,320 | mfu: 17.3% | epoch: 1 | remaining: 180s    
step 00597 (40.0%) | loss: 3.255399 | lrm: 0.80 | dt: 218ms | tok/sec: 600,975 | mfu: 16.8% | epoch: 1 | remaining: 180s    
step 00598 (40.1%) | loss: 3.255523 | lrm: 0.80 | dt: 217ms | tok/sec: 604,436 | mfu: 16.9% | epoch: 1 | remaining: 180s    
step 00599 (40.1%) | loss: 3.255790 | lrm: 0.80 | dt: 218ms | tok/sec: 600,983 | mfu: 16.8% | epoch: 1 | remaining: 179s    
step 00600 (40.2%) | loss: 3.245073 | lrm: 0.80 | dt: 214ms | tok/sec: 612,635 | mfu: 17.1% | epoch: 1 | remaining: 179s    
step 00601 (40.3%) | loss: 3.240569 | lrm: 0.80 | dt: 214ms | tok/sec: 611,969 | mfu: 17.1% | epoch: 1 | remaining: 179s    
step 00602 (40.3%) | loss: 3.238664 | lrm: 0.80 | dt: 216ms | tok/sec: 606,102 | mfu: 17.0% | epoch: 1 | remaining: 179s    
step 00603 (40.4%) | loss: 3.233457 | lrm: 0.79 | dt: 216ms | tok/sec: 607,923 | mfu: 17.0% | epoch: 1 | remaining: 179s    
step 00604 (40.5%) | loss: 3.230374 | lrm: 0.79 | dt: 213ms | tok/sec: 616,096 | mfu: 17.2% | epoch: 1 | remaining: 178s    
step 00605 (40.6%) | loss: 3.234188 | lrm: 0.79 | dt: 214ms | tok/sec: 612,787 | mfu: 17.1% | epoch: 1 | remaining: 178s    
step 00606 (40.6%) | loss: 3.238317 | lrm: 0.79 | dt: 213ms | tok/sec: 614,330 | mfu: 17.2% | epoch: 1 | remaining: 178s    
step 00607 (40.7%) | loss: 3.236596 | lrm: 0.79 | dt: 214ms | tok/sec: 612,890 | mfu: 17.1% | epoch: 1 | remaining: 178s    
step 00608 (40.8%) | loss: 3.236517 | lrm: 0.79 | dt: 205ms | tok/sec: 640,283 | mfu: 17.9% | epoch: 1 | remaining: 177s    
step 00609 (40.8%) | loss: 3.240863 | lrm: 0.79 | dt: 203ms | tok/sec: 646,362 | mfu: 18.1% | epoch: 1 | remaining: 177s    
step 00610 (40.9%) | loss: 3.236429 | lrm: 0.79 | dt: 204ms | tok/sec: 643,562 | mfu: 18.0% | epoch: 1 | remaining: 177s    
step 00611 (41.0%) | loss: 3.239830 | lrm: 0.79 | dt: 205ms | tok/sec: 638,675 | mfu: 17.9% | epoch: 1 | remaining: 177s    
step 00612 (41.0%) | loss: 3.234769 | lrm: 0.79 | dt: 204ms | tok/sec: 641,705 | mfu: 18.0% | epoch: 1 | remaining: 177s    
step 00613 (41.1%) | loss: 3.235086 | lrm: 0.79 | dt: 204ms | tok/sec: 642,016 | mfu: 18.0% | epoch: 1 | remaining: 176s    
step 00614 (41.2%) | loss: 3.235639 | lrm: 0.78 | dt: 204ms | tok/sec: 642,868 | mfu: 18.0% | epoch: 1 | remaining: 176s    
step 00615 (41.2%) | loss: 3.236741 | lrm: 0.78 | dt: 205ms | tok/sec: 639,789 | mfu: 17.9% | epoch: 1 | remaining: 176s    
step 00616 (41.3%) | loss: 3.245291 | lrm: 0.78 | dt: 203ms | tok/sec: 646,290 | mfu: 18.1% | epoch: 1 | remaining: 176s    
step 00617 (41.4%) | loss: 3.246066 | lrm: 0.78 | dt: 204ms | tok/sec: 642,569 | mfu: 18.0% | epoch: 1 | remaining: 176s    
step 00618 (41.4%) | loss: 3.248558 | lrm: 0.78 | dt: 204ms | tok/sec: 642,612 | mfu: 18.0% | epoch: 1 | remaining: 175s    
step 00619 (41.5%) | loss: 3.246555 | lrm: 0.78 | dt: 203ms | tok/sec: 646,986 | mfu: 18.1% | epoch: 1 | remaining: 175s    
step 00620 (41.6%) | loss: 3.244704 | lrm: 0.78 | dt: 216ms | tok/sec: 606,767 | mfu: 17.0% | epoch: 1 | remaining: 175s    
step 00621 (41.7%) | loss: 3.247580 | lrm: 0.78 | dt: 218ms | tok/sec: 601,450 | mfu: 16.8% | epoch: 1 | remaining: 175s    
step 00622 (41.7%) | loss: 3.242560 | lrm: 0.78 | dt: 218ms | tok/sec: 602,361 | mfu: 16.9% | epoch: 1 | remaining: 175s    
step 00623 (41.8%) | loss: 3.240936 | lrm: 0.78 | dt: 218ms | tok/sec: 601,033 | mfu: 16.8% | epoch: 1 | remaining: 174s    
step 00624 (41.9%) | loss: 3.235415 | lrm: 0.78 | dt: 215ms | tok/sec: 608,280 | mfu: 17.0% | epoch: 1 | remaining: 174s    
step 00625 (41.9%) | loss: 3.235185 | lrm: 0.77 | dt: 217ms | tok/sec: 603,319 | mfu: 16.9% | epoch: 1 | remaining: 174s    
step 00626 (42.0%) | loss: 3.233213 | lrm: 0.77 | dt: 219ms | tok/sec: 598,986 | mfu: 16.8% | epoch: 1 | remaining: 174s    
step 00627 (42.1%) | loss: 3.230984 | lrm: 0.77 | dt: 215ms | tok/sec: 608,999 | mfu: 17.0% | epoch: 1 | remaining: 174s    
step 00628 (42.2%) | loss: 3.226670 | lrm: 0.77 | dt: 214ms | tok/sec: 612,021 | mfu: 17.1% | epoch: 1 | remaining: 173s    
step 00629 (42.2%) | loss: 3.224739 | lrm: 0.77 | dt: 215ms | tok/sec: 608,608 | mfu: 17.0% | epoch: 1 | remaining: 173s    
step 00630 (42.3%) | loss: 3.227927 | lrm: 0.77 | dt: 213ms | tok/sec: 614,204 | mfu: 17.2% | epoch: 1 | remaining: 173s    
step 00631 (42.4%) | loss: 3.225428 | lrm: 0.77 | dt: 215ms | tok/sec: 609,769 | mfu: 17.1% | epoch: 1 | remaining: 173s    
step 00632 (42.4%) | loss: 3.222113 | lrm: 0.77 | dt: 203ms | tok/sec: 646,636 | mfu: 18.1% | epoch: 1 | remaining: 172s    
step 00633 (42.5%) | loss: 3.219770 | lrm: 0.77 | dt: 204ms | tok/sec: 641,986 | mfu: 18.0% | epoch: 1 | remaining: 172s    
step 00634 (42.6%) | loss: 3.217868 | lrm: 0.77 | dt: 205ms | tok/sec: 639,535 | mfu: 17.9% | epoch: 1 | remaining: 172s    
step 00635 (42.7%) | loss: 3.219356 | lrm: 0.76 | dt: 203ms | tok/sec: 644,680 | mfu: 18.0% | epoch: 1 | remaining: 172s    
step 00636 (42.7%) | loss: 3.219959 | lrm: 0.76 | dt: 204ms | tok/sec: 642,844 | mfu: 18.0% | epoch: 1 | remaining: 172s    
step 00637 (42.8%) | loss: 3.222544 | lrm: 0.76 | dt: 205ms | tok/sec: 640,672 | mfu: 17.9% | epoch: 1 | remaining: 171s    
step 00638 (42.9%) | loss: 3.220529 | lrm: 0.76 | dt: 204ms | tok/sec: 642,754 | mfu: 18.0% | epoch: 1 | remaining: 171s    
step 00639 (42.9%) | loss: 3.218710 | lrm: 0.76 | dt: 204ms | tok/sec: 642,901 | mfu: 18.0% | epoch: 1 | remaining: 171s    
step 00640 (43.0%) | loss: 3.215366 | lrm: 0.76 | dt: 204ms | tok/sec: 640,983 | mfu: 17.9% | epoch: 1 | remaining: 171s    
step 00641 (43.1%) | loss: 3.211276 | lrm: 0.76 | dt: 202ms | tok/sec: 647,769 | mfu: 18.1% | epoch: 1 | remaining: 171s    
step 00642 (43.1%) | loss: 3.207220 | lrm: 0.76 | dt: 205ms | tok/sec: 640,101 | mfu: 17.9% | epoch: 1 | remaining: 170s    
step 00643 (43.2%) | loss: 3.206404 | lrm: 0.76 | dt: 204ms | tok/sec: 641,926 | mfu: 18.0% | epoch: 1 | remaining: 170s    
step 00644 (43.3%) | loss: 3.206842 | lrm: 0.76 | dt: 216ms | tok/sec: 606,707 | mfu: 17.0% | epoch: 1 | remaining: 170s    
step 00645 (43.3%) | loss: 3.210900 | lrm: 0.76 | dt: 217ms | tok/sec: 604,191 | mfu: 16.9% | epoch: 1 | remaining: 170s    
step 00646 (43.4%) | loss: 3.207491 | lrm: 0.75 | dt: 219ms | tok/sec: 599,368 | mfu: 16.8% | epoch: 1 | remaining: 170s    
step 00647 (43.5%) | loss: 3.208117 | lrm: 0.75 | dt: 218ms | tok/sec: 599,983 | mfu: 16.8% | epoch: 1 | remaining: 169s    
step 00648 (43.6%) | loss: 3.206995 | lrm: 0.75 | dt: 213ms | tok/sec: 614,507 | mfu: 17.2% | epoch: 1 | remaining: 169s    
step 00649 (43.6%) | loss: 3.209120 | lrm: 0.75 | dt: 216ms | tok/sec: 606,178 | mfu: 17.0% | epoch: 1 | remaining: 169s    
step 00650 (43.7%) | loss: 3.204985 | lrm: 0.75 | dt: 217ms | tok/sec: 604,855 | mfu: 16.9% | epoch: 1 | remaining: 169s    
step 00651 (43.8%) | loss: 3.207141 | lrm: 0.75 | dt: 214ms | tok/sec: 611,725 | mfu: 17.1% | epoch: 1 | remaining: 168s    
step 00652 (43.8%) | loss: 3.211823 | lrm: 0.75 | dt: 216ms | tok/sec: 607,744 | mfu: 17.0% | epoch: 1 | remaining: 168s    
step 00653 (43.9%) | loss: 3.214124 | lrm: 0.75 | dt: 214ms | tok/sec: 611,579 | mfu: 17.1% | epoch: 1 | remaining: 168s    
step 00654 (44.0%) | loss: 3.215313 | lrm: 0.75 | dt: 214ms | tok/sec: 612,901 | mfu: 17.1% | epoch: 1 | remaining: 168s    
step 00655 (44.1%) | loss: 3.208664 | lrm: 0.75 | dt: 212ms | tok/sec: 618,661 | mfu: 17.3% | epoch: 1 | remaining: 168s    
step 00656 (44.1%) | loss: 3.202136 | lrm: 0.74 | dt: 204ms | tok/sec: 643,719 | mfu: 18.0% | epoch: 1 | remaining: 167s    
step 00657 (44.2%) | loss: 3.203838 | lrm: 0.74 | dt: 204ms | tok/sec: 643,403 | mfu: 18.0% | epoch: 1 | remaining: 167s    
step 00658 (44.3%) | loss: 3.204488 | lrm: 0.74 | dt: 204ms | tok/sec: 642,023 | mfu: 18.0% | epoch: 1 | remaining: 167s    
step 00659 (44.3%) | loss: 3.204778 | lrm: 0.74 | dt: 203ms | tok/sec: 645,055 | mfu: 18.0% | epoch: 1 | remaining: 167s    
step 00660 (44.4%) | loss: 3.208386 | lrm: 0.74 | dt: 205ms | tok/sec: 640,374 | mfu: 17.9% | epoch: 1 | remaining: 167s    
step 00661 (44.5%) | loss: 3.208974 | lrm: 0.74 | dt: 203ms | tok/sec: 645,947 | mfu: 18.1% | epoch: 1 | remaining: 166s    
step 00662 (44.5%) | loss: 3.207471 | lrm: 0.74 | dt: 205ms | tok/sec: 638,301 | mfu: 17.9% | epoch: 1 | remaining: 166s    
step 00663 (44.6%) | loss: 3.202920 | lrm: 0.74 | dt: 204ms | tok/sec: 642,855 | mfu: 18.0% | epoch: 1 | remaining: 166s    
step 00664 (44.7%) | loss: 3.210215 | lrm: 0.74 | dt: 204ms | tok/sec: 643,585 | mfu: 18.0% | epoch: 1 | remaining: 166s    
step 00665 (44.7%) | loss: 3.204885 | lrm: 0.74 | dt: 204ms | tok/sec: 641,369 | mfu: 17.9% | epoch: 1 | remaining: 166s    
step 00666 (44.8%) | loss: 3.203985 | lrm: 0.74 | dt: 205ms | tok/sec: 637,898 | mfu: 17.8% | epoch: 1 | remaining: 165s    
step 00667 (44.9%) | loss: 3.203221 | lrm: 0.73 | dt: 204ms | tok/sec: 641,233 | mfu: 17.9% | epoch: 1 | remaining: 165s    
step 00668 (44.9%) | loss: 3.202374 | lrm: 0.73 | dt: 220ms | tok/sec: 596,341 | mfu: 16.7% | epoch: 1 | remaining: 165s    
step 00669 (45.0%) | loss: 3.201306 | lrm: 0.73 | dt: 217ms | tok/sec: 603,208 | mfu: 16.9% | epoch: 1 | remaining: 165s    
step 00670 (45.1%) | loss: 3.201442 | lrm: 0.73 | dt: 219ms | tok/sec: 597,813 | mfu: 16.7% | epoch: 1 | remaining: 165s    
step 00671 (45.2%) | loss: 3.201633 | lrm: 0.73 | dt: 219ms | tok/sec: 599,739 | mfu: 16.8% | epoch: 1 | remaining: 164s    
step 00672 (45.2%) | loss: 3.202437 | lrm: 0.73 | dt: 215ms | tok/sec: 610,756 | mfu: 17.1% | epoch: 1 | remaining: 164s    
step 00673 (45.3%) | loss: 3.199464 | lrm: 0.73 | dt: 215ms | tok/sec: 609,028 | mfu: 17.0% | epoch: 1 | remaining: 164s    
step 00674 (45.4%) | loss: 3.204132 | lrm: 0.73 | dt: 216ms | tok/sec: 607,790 | mfu: 17.0% | epoch: 1 | remaining: 164s    
step 00675 (45.5%) | loss: 3.203704 | lrm: 0.73 | dt: 215ms | tok/sec: 608,715 | mfu: 17.0% | epoch: 1 | remaining: 163s    
step 00676 (45.5%) | loss: 3.201896 | lrm: 0.73 | dt: 213ms | tok/sec: 614,008 | mfu: 17.2% | epoch: 1 | remaining: 163s    
step 00677 (45.6%) | loss: 3.203746 | lrm: 0.73 | dt: 214ms | tok/sec: 613,076 | mfu: 17.2% | epoch: 1 | remaining: 163s    
step 00678 (45.7%) | loss: 3.211784 | lrm: 0.72 | dt: 213ms | tok/sec: 613,922 | mfu: 17.2% | epoch: 1 | remaining: 163s    
step 00679 (45.7%) | loss: 3.214410 | lrm: 0.72 | dt: 209ms | tok/sec: 625,752 | mfu: 17.5% | epoch: 1 | remaining: 163s    
step 00680 (45.8%) | loss: 3.211945 | lrm: 0.72 | dt: 203ms | tok/sec: 644,487 | mfu: 18.0% | epoch: 1 | remaining: 162s    
step 00681 (45.9%) | loss: 3.206721 | lrm: 0.72 | dt: 204ms | tok/sec: 642,774 | mfu: 18.0% | epoch: 1 | remaining: 162s    
step 00682 (45.9%) | loss: 3.211466 | lrm: 0.72 | dt: 204ms | tok/sec: 641,970 | mfu: 18.0% | epoch: 1 | remaining: 162s    
step 00683 (46.0%) | loss: 3.213030 | lrm: 0.72 | dt: 203ms | tok/sec: 645,099 | mfu: 18.0% | epoch: 1 | remaining: 162s    
step 00684 (46.1%) | loss: 3.206339 | lrm: 0.72 | dt: 205ms | tok/sec: 639,774 | mfu: 17.9% | epoch: 1 | remaining: 162s    
step 00685 (46.1%) | loss: 3.201195 | lrm: 0.72 | dt: 203ms | tok/sec: 644,342 | mfu: 18.0% | epoch: 1 | remaining: 161s    
step 00686 (46.2%) | loss: 3.201033 | lrm: 0.72 | dt: 204ms | tok/sec: 641,751 | mfu: 18.0% | epoch: 1 | remaining: 161s    
step 00687 (46.3%) | loss: 3.193931 | lrm: 0.72 | dt: 205ms | tok/sec: 639,442 | mfu: 17.9% | epoch: 1 | remaining: 161s    
step 00688 (46.3%) | loss: 3.198858 | lrm: 0.72 | dt: 204ms | tok/sec: 643,509 | mfu: 18.0% | epoch: 1 | remaining: 161s    
step 00689 (46.4%) | loss: 3.195151 | lrm: 0.71 | dt: 205ms | tok/sec: 638,263 | mfu: 17.9% | epoch: 1 | remaining: 161s    
step 00690 (46.5%) | loss: 3.198432 | lrm: 0.71 | dt: 205ms | tok/sec: 640,148 | mfu: 17.9% | epoch: 1 | remaining: 160s    
step 00691 (46.6%) | loss: 3.201494 | lrm: 0.71 | dt: 207ms | tok/sec: 634,457 | mfu: 17.7% | epoch: 1 | remaining: 160s    
step 00692 (46.6%) | loss: 3.203115 | lrm: 0.71 | dt: 219ms | tok/sec: 599,339 | mfu: 16.8% | epoch: 1 | remaining: 160s    
step 00693 (46.7%) | loss: 3.202716 | lrm: 0.71 | dt: 218ms | tok/sec: 601,726 | mfu: 16.8% | epoch: 1 | remaining: 160s    
step 00694 (46.8%) | loss: 3.203312 | lrm: 0.71 | dt: 217ms | tok/sec: 604,474 | mfu: 16.9% | epoch: 1 | remaining: 159s    
step 00695 (46.8%) | loss: 3.201586 | lrm: 0.71 | dt: 218ms | tok/sec: 601,761 | mfu: 16.8% | epoch: 1 | remaining: 159s    
step 00696 (46.9%) | loss: 3.195263 | lrm: 0.71 | dt: 215ms | tok/sec: 609,901 | mfu: 17.1% | epoch: 1 | remaining: 159s    
step 00697 (47.0%) | loss: 3.197088 | lrm: 0.71 | dt: 216ms | tok/sec: 606,955 | mfu: 17.0% | epoch: 1 | remaining: 159s    
step 00698 (47.1%) | loss: 3.192480 | lrm: 0.71 | dt: 218ms | tok/sec: 601,069 | mfu: 16.8% | epoch: 1 | remaining: 159s    
step 00699 (47.1%) | loss: 3.193548 | lrm: 0.70 | dt: 214ms | tok/sec: 611,760 | mfu: 17.1% | epoch: 1 | remaining: 158s    
step 00700 (47.2%) | loss: 3.195331 | lrm: 0.70 | dt: 215ms | tok/sec: 610,596 | mfu: 17.1% | epoch: 1 | remaining: 158s    
step 00701 (47.3%) | loss: 3.195203 | lrm: 0.70 | dt: 215ms | tok/sec: 610,936 | mfu: 17.1% | epoch: 1 | remaining: 158s    
step 00702 (47.3%) | loss: 3.194073 | lrm: 0.70 | dt: 213ms | tok/sec: 613,980 | mfu: 17.2% | epoch: 1 | remaining: 158s    
step 00703 (47.4%) | loss: 3.183605 | lrm: 0.70 | dt: 208ms | tok/sec: 628,702 | mfu: 17.6% | epoch: 1 | remaining: 158s    
step 00704 (47.5%) | loss: 3.182399 | lrm: 0.70 | dt: 204ms | tok/sec: 643,371 | mfu: 18.0% | epoch: 1 | remaining: 157s    
step 00705 (47.6%) | loss: 3.181074 | lrm: 0.70 | dt: 204ms | tok/sec: 642,732 | mfu: 18.0% | epoch: 1 | remaining: 157s    
step 00706 (47.6%) | loss: 3.192147 | lrm: 0.70 | dt: 204ms | tok/sec: 643,758 | mfu: 18.0% | epoch: 1 | remaining: 157s    
step 00707 (47.7%) | loss: 3.191642 | lrm: 0.70 | dt: 204ms | tok/sec: 641,421 | mfu: 17.9% | epoch: 1 | remaining: 157s    
step 00708 (47.8%) | loss: 3.193408 | lrm: 0.70 | dt: 204ms | tok/sec: 641,088 | mfu: 17.9% | epoch: 1 | remaining: 157s    
step 00709 (47.8%) | loss: 3.191368 | lrm: 0.70 | dt: 204ms | tok/sec: 642,770 | mfu: 18.0% | epoch: 1 | remaining: 156s    
step 00710 (47.9%) | loss: 3.185322 | lrm: 0.69 | dt: 204ms | tok/sec: 642,687 | mfu: 18.0% | epoch: 1 | remaining: 156s    
step 00711 (48.0%) | loss: 3.175180 | lrm: 0.69 | dt: 205ms | tok/sec: 640,377 | mfu: 17.9% | epoch: 1 | remaining: 156s    
step 00712 (48.0%) | loss: 3.177239 | lrm: 0.69 | dt: 204ms | tok/sec: 642,950 | mfu: 18.0% | epoch: 1 | remaining: 156s    
step 00713 (48.1%) | loss: 3.176735 | lrm: 0.69 | dt: 203ms | tok/sec: 646,373 | mfu: 18.1% | epoch: 1 | remaining: 156s    
step 00714 (48.2%) | loss: 3.172099 | lrm: 0.69 | dt: 205ms | tok/sec: 638,149 | mfu: 17.9% | epoch: 1 | remaining: 155s    
step 00715 (48.2%) | loss: 3.176202 | lrm: 0.69 | dt: 210ms | tok/sec: 623,585 | mfu: 17.4% | epoch: 1 | remaining: 155s    
step 00716 (48.3%) | loss: 3.182172 | lrm: 0.69 | dt: 218ms | tok/sec: 602,100 | mfu: 16.8% | epoch: 1 | remaining: 155s    
step 00717 (48.4%) | loss: 3.180919 | lrm: 0.69 | dt: 218ms | tok/sec: 600,868 | mfu: 16.8% | epoch: 1 | remaining: 155s    
step 00718 (48.4%) | loss: 3.183212 | lrm: 0.69 | dt: 219ms | tok/sec: 597,745 | mfu: 16.7% | epoch: 1 | remaining: 154s    
